model,order,level,success_rate,time_avg,time_var,steps,mean_f1_agent_0,mean_similarity_agent_0,mean_redundancy_agent_0,std_f1_agent_0,std_similarity_agent_0,std_redundancy_agent_0,mean_f1_agent_1,mean_similarity_agent_1,mean_redundancy_agent_1,std_f1_agent_1,std_similarity_agent_1,std_redundancy_agent_1,initiate_collaboration,respond_collaboration,overall_collaboration
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_bell_pepper,1,0.3,0.0,0.0,120,0.3,0.3,0.3,0.45825756949558394,0.45825756949558394,0.45825756949558394,0.678911630114896,0.65,0.8733333333333334,0.06802959068604196,0.22912878474779197,0.2053722906766582,0.30078125,0.263671875,0.2822265625
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,2,0.045454545454545456,0.0,0.0,120,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.2082988952252655,0.2082988952252655,0.2082988952252655,0.39858072456368987,0.3363636363636364,0.7945346320346318,0.14966379372536753,0.2034820844145399,0.27920817889116967,0.15021770682148042,0.08345428156748912,0.11683599419448476
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_sweet_potato,1,0.1,0.0,0.0,120,0.1,0.1,0.1,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.6625588667192011,0.7,0.7649999999999999,0.13217349285038366,0.24494897427831783,0.26525145302775127,0.17037037037037037,0.14814814814814814,0.15925925925925927
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,mashed_cauliflower_and_lentil_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.14041441209130276,0.0857142857142857,0.8708333333333333,0.04304802429721015,0.042857142857142844,0.258501289487435,0.049943246311010214,0.1021566401816118,0.07604994324631101
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_mushroom,1,0.2,0.0,0.0,120,0.2,0.2,0.2,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.5664245700842159,0.6,0.73,0.1768566000929576,0.2,0.35471428251794745,0.1894353369763206,0.14025500910746813,0.16484517304189436
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_egg,1,0.3,0.0,0.0,40,0.3,0.3,0.3,0.45825756949558394,0.45825756949558394,0.45825756949558394,0.678911630114896,0.65,0.8733333333333334,0.06802959068604196,0.22912878474779197,0.20537229067665816,0.2768959435626102,0.19929453262786595,0.23809523809523808
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_carrot_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.26459621404034256,0.17857142857142855,0.7825,0.08434838518182615,0.07659860924831148,0.29261631115772674,0.1504142766093053,0.14021669853409816,0.1453154875717017
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,4,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.17411908650450197,0.11111111111111112,0.6976190476190476,0.023774220868521743,1.3877787807814457e-17,0.37279966716285395,0.03369565217391304,0.03695652173913044,0.03532608695652174
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,4,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.2252420844431214,0.17777777777777776,0.6304639804639804,0.05573990537033042,0.05443310539518173,0.38082067496451716,0.23326359832635984,0.09100418410041841,0.16213389121338911
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,4,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.18533131523458668,0.11111111111111112,0.9142857142857143,0.02037565793168557,1.3877787807814457e-17,0.2571428571428571,0.028729281767955802,0.036464088397790057,0.03259668508287293
